Date, Close/Last, Volume, Open, High, Low
11/15/2018,$107.27,2426726,$101.02,$113.85,$100.50
11/14/2018,$102.34,2837835,$105.60,$109.00,$99.00
11/13/2018,$111.55,2321627,$113.75,$115.86,$109.00
11/12/2018,$113.44,2895565,$114.00,$116.44,$105.55
11/09/2018,$108.99,2996855,$114.72,$119.59,$105.28
11/08/2018,$118.70,5531640,$134.70,$134.94,$115.00
11/07/2018,$139.60,9798375,$116.00,$142.84,$109.19
11/06/2018,$106.86,2336196,$102.50,$107.75,$98.50
11/05/2018,$100.98,1413330,$97.76,$102.47,$94.55
11/02/2018,$99.49,1252024,$99.29,$101.34,$94.10
11/01/2018,$98.98,1488049,$99.75,$99.97,$93.08
10/31/2018,$94.79,2368709,$94.25,$101.78,$92.15
10/30/2018,$90.10,2541421,$84.66,$95.40,$84.28
10/29/2018,$90.68,3521349,$113.81,$114.00,$88.08
10/26/2018,$108.08,2398992,$103.97,$115.25,$103.25
10/25/2018,$106.75,1910166,$112.00,$114.00,$106.10
10/24/2018,$109.29,2429508,$125.44,$127.80,$108.65
10/23/2018,$120.79,4416973,$103.72,$123.90,$101.10
10/22/2018,$122.60,5398773,$143.30,$144.06,$115.50
10/19/2018,$145.30,3036224,$155.58,$159.28,$141.00
10/18/2018,$152.53,3159747,$145.00,$155.95,$143.54
10/17/2018,$148.25,4044584,$148.00,$153.26,$142.65
10/16/2018,$158.38,7198332,$177.01,$178.85,$151.26
10/15/2018,$165.64,6092404,$155.00,$167.35,$151.00
10/12/2018,$148.30,4235619,$140.00,$148.52,$136.00
10/11/2018,$131.95,1992898,$132.00,$136.54,$130.20
10/10/2018,$136.80,4721719,$132.95,$139.44,$122.13
10/09/2018,$128.96,4685715,$143.00,$143.00,$127.00
10/08/2018,$140.00,3508615,$137.96,$145.80,$136.88
10/05/2018,$146.91,5623654,$152.12,$153.60,$134.00
10/04/2018,$145.57,5708919,$148.99,$154.07,$141.11
10/03/2018,$156.83,7418466,$146.51,$156.97,$143.00
10/02/2018,$138.17,8784440,$158.96,$165.86,$131.50
10/01/2018,$164.98,14205920,$159.90,$173.46,$152.25
09/28/2018,$143.62,9835727,$142.00,$144.65,$134.00
09/27/2018,$131.30,12854090,$116.09,$137.69,$115.33
09/26/2018,$114.50,6748833,$114.00,$118.98,$108.77
09/25/2018,$107.88,8870432,$119.00,$119.40,$105.09
09/24/2018,$99.50,12201230,$100.98,$121.79,$97.12
09/21/2018,$123.00,15759630,$148.87,$148.88,$121.51
09/20/2018,$176.35,20370740,$214.11,$244.00,$158.00
09/19/2018,$214.06,31292230,$233.58,$300.00,$151.40
09/18/2018,$154.98,19438160,$134.65,$155.10,$132.00
09/17/2018,$120.19,11549340,$117.14,$126.10,$114.00
09/14/2018,$109.05,16567060,$100.60,$116.39,$97.00
09/13/2018,$119.76,21582690,$113.53,$127.27,$109.00
09/12/2018,$104.95,18644950,$104.56,$108.27,$97.61
09/11/2018,$95.79,15619470,$89.16,$97.88,$87.50
09/10/2018,$84.50,12827720,$82.99,$90.75,$82.20
09/07/2018,$77.89,9001223,$75.01,$84.70,$72.50
09/06/2018,$80.10,13396150,$85.00,$88.68,$76.35
09/05/2018,$89.86,20493160,$86.50,$97.36,$73.54
09/04/2018,$77.01,16357490,$69.65,$78.00,$69.03
08/31/2018,$65.20,8486185,$59.75,$66.74,$59.00
08/30/2018,$59.07,9299809,$59.19,$60.80,$55.55
08/29/2018,$62.13,18030880,$61.62,$62.90,$56.25
08/28/2018,$51.50,10515350,$53.00,$54.74,$49.50
08/27/2018,$53.44,14875880,$52.40,$58.68,$50.00
08/24/2018,$43.86,8909357,$40.00,$44.37,$39.35
08/23/2018,$38.25,3224905,$39.74,$39.84,$37.65
08/22/2018,$39.00,5427331,$39.32,$40.09,$36.60
